year,office,state,district,party,candidate,cand_key,is_winner,status,office_level,source
2022,Governor,TX,,OTH,Daniel Behrman,behrman d,False,pending,,
2022,House,TX,15,OTH,Ross Lynn Leone Jr.,leone r,False,pending,,
2022,House,TX,23,DEM,John Lira,lira j,False,pending,,
2022,House,TX,23,OTH,Frank Lopez Jr.,lopez f,False,pending,,
2022,House,TX,23,OTH,James Hart,hart j,False,pending,,
2022,House,UT,1,DEM,Rick Edwin Jones,jones r,False,pending,,
2022,House,UT,2,OTH,JayMac McFarland,mcfarland j,False,pending,,
2022,House,UT,2,OTH,Cassie Easley,easley c,False,pending,,
2022,House,UT,3,DEM,Glenn J. Wright,wright g,False,pending,,
2022,House,UT,3,OTH,Daniel Clyde Cummings,cummings d,False,pending,,
2022,House,UT,3,OTH,Michael Stoddard,stoddard m,False,pending,,
2022,House,UT,4,DEM,Darlene McDonald,mcdonald d,False,pending,,
2022,House,UT,4,OTH,January Walker,walker j,False,pending,,
2022,Senate,UT,,OTH,James Arthur Hansen,hansen j,False,pending,,
2022,Senate,UT,,REP,Ally Isom,isom a,False,pending,,
2022,Senate,UT,,REP,Becky Edwards,edwards b,False,pending,,
2022,House,VA,2,REP,Jarome Bell,bell j,False,pending,,
2022,House,VA,7,REP,Yesli I. Vega,vega y,False,pending,,
2022,Governor,VT,,DEM,Brenda Siegel,siegel b,False,pending,,
2022,Governor,VT,,OTH,Peter Duval,duval p,False,pending,,
2022,Governor,VT,,OTH,Kevin Hoyt,hoyt k,False,pending,,
2022,Governor,VT,,OTH,Bernard Peters,peters b,False,pending,,
2022,Governor,VT,,OTH,Susan Hatch Davis,davis s,False,pending,,
2022,House,VT,1,OTH,Matt Druzba,druzba m,False,pending,,
2022,House,VT,1,OTH,Adam Ortiz,ortiz a,False,pending,,
2022,House,VT,1,OTH,Ericka Redic,redic e,False,pending,,
2022,House,VT,1,OTH,Luke Talbot,talbot l,False,pending,,
2022,House,VT,1,REP,Marcia E. Horne,horne m,False,pending,,
2022,House,VT,1,DEM,Molly Gray,gray m,False,pending,,
2022,House,VT,1,DEM,Sianey Chase Clifford,clifford s,False,pending,,
2022,Senate,VT,,REP,Gerald Malloy,malloy g,False,pending,,
2022,Senate,VT,,OTH,Dawn Marie Ellis,ellis d,False,pending,,
2022,Senate,VT,,OTH,Natasha Diamondstone-Kohout,kohout n,False,pending,,
2022,Senate,VT,,REP,Christina Nolan,nolan c,False,pending,,
2022,Governor,WI,,REP,Tim Michels,michels t,False,pending,,
2022,Governor,WI,,REP,Rebecca Kleefisch,kleefisch r,False,pending,,
2022,Governor,WI,,REP,Kevin Nicholson,nicholson k,False,pending,,
2022,Governor,WI,,REP,Timothy S. Ramthun,ramthun t,False,pending,,
2022,House,WI,3,DEM,Deb Baldus McGrath,mcgrath d,False,pending,,
2022,Governor,WY,,OTH,Jared J. Baldes,baldes j,False,pending,,
2022,House,WY,1,DEM,Lynnette GreyBull,greybull l,False,pending,,
2022,House,WY,1,OTH,Richard Brubaker,brubaker r,False,pending,,
2022,House,WY,1,OTH,Marissa Joy Selvig,selvig m,False,pending,,
2024,House,AK,1,DEM,Mary S. Peltola,peltola m,False,pending,,
2024,House,AK,1,REP,Nick Begich,begich n,True,pending,,
2024,House,AK,1,OTH,John Wayne Howe,howe j,False,pending,,
2024,House,AK,1,DEM,Eric Hafner,hafner e,False,pending,,
2024,House,AK,1,REP,Nancy A. Dahlstrom,dahlstrom n,False,pending,,
2024,House,AK,1,OTH,Chris Bye,bye c,False,pending,,
2024,Senate,AZ,,OTH,Eduardo Quintana,quintana e,False,pending,,
2024,Senate,AZ,,OTH,Michael Norton,norton m,False,pending,,
2024,Senate,AZ,,OTH,Sarah Williams,williams s,False,pending,,
2024,Senate,AZ,,REP,Mark Lamb,lamb m,False,pending,,
2024,Senate,AZ,,REP,Brian Wright,wright b,False,pending,,
2024,Senate,AZ,,REP,Jim Lamon,lamon j,False,pending,,
2024,House,CA,12,DEM,Jennifer Tran,tran j,False,pending,,
2024,House,CA,41,DEM,Will Rollins,rollins w,False,pending,,
2024,House,CA,47,DEM,Joanna Weiss,weiss j,False,pending,,
2024,House,CA,48,DEM,Stephen Houlahan,houlahan s,False,pending,,
2024,House,CA,49,REP,Matt Gunderson,gunderson m,False,pending,,
2024,House,CA,49,REP,Margarita Wilkinson,wilkinson m,False,pending,,
2024,House,CA,50,REP,Peter J. Bono,bono p,False,pending,,
2024,House,CA,51,REP,Bill Wells,wells b,False,pending,,
2024,House,CA,51,OTH,Stan Caplan,caplan s,False,pending,,
2024,House,CA,52,REP,Justin Lee,lee j,False,pending,,
2024,Senate,CA,S,DEM,Adam B. Schiff,schiff a,True,pending,,
2024,Senate,CA,S,REP,Steve Garvey,garvey s,False,pending,,
2024,Senate,CA,S,DEM,Katie Porter,porter k,False,pending,,
2024,House,CO,4,DEM,Ike McCorkle,mccorkle i,False,pending,,
2024,House,CO,4,DEM,Trisha Calvarese,calvarese t,False,pending,,
2024,House,CO,4,REP,Jerry Sonnenberg,sonnenberg j,False,pending,,
2024,Senate,CT,,REP,Matthew M. Corey,corey m,False,pending,,
2024,House,FL,13,DEM,Whitney Fox,fox w,False,pending,,
2024,House,FL,15,DEM,"Patricia ""Pat"" Kemp",kemp p,False,pending,,
2024,House,FL,27,DEM,Mike Davey,davey m,False,pending,,
2024,House,FL,28,DEM,Phil Ehr,ehr p,False,pending,,
2024,House,FL,4,DEM,"LaShonda ""L.J."" Holloway",holloway l,False,pending,,
2024,Senate,FL,,OTH,Feena Bonoan,bonoan f,False,pending,,
2024,Senate,FL,,OTH,Ben Everidge,everidge b,False,pending,,
2024,Senate,FL,,OTH,Tuan T.Q. Nguyen,nguyen t,False,pending,,
2024,Senate,FL,,DEM,Phil Ehr,ehr p,False,pending,,
2024,House,GA,2,REP,A. Wayne Johnson,johnson a,False,pending,,
2024,House,IA,3,DEM,Lanon Baccam,baccam l,False,pending,,
2024,House,IL,11,REP,Jerry Evans,evans j,False,pending,,
2024,Governor,IN,,OTH,Donald G. Rainwater,rainwater d,False,pending,,
2024,Governor,IN,,REP,Suzanne Crouch,crouch s,False,pending,,
2024,Governor,IN,,REP,Curtis T. Hill,hill c,False,pending,,
2024,Senate,IN,,DEM,Valerie McCray,mccray v,False,pending,,
2024,Senate,IN,,OTH,Andrew Horning,horning a,False,pending,,
2024,Senate,MA,,REP,Robert Antonellis,antonellis r,False,pending,,
2024,Senate,MA,,REP,Ian C. Cain,cain i,False,pending,,
2024,Senate,MA,,REP,Aaron L. Packard,packard a,False,pending,,
2024,Senate,MA,,REP,Jonathan A. Kraft,kraft j,False,pending,,
2024,Senate,MA,,REP,Karyn E. Polito,polito k,False,pending,,
2024,Senate,MD,,OTH,Mike Scott,scott m,False,pending,,
2024,Senate,MD,,OTH,Nancy Wallace,wallace n,False,pending,,
2024,Senate,MD,,OTH,Emmanuel O. Osuchukwu,osuchukwu e,False,pending,,
2024,Senate,MD,,DEM,David J. Trone,trone d,False,pending,,
2024,Senate,ME,,DEM,David Allen Costello,costello d,False,pending,,
2024,Senate,ME,,REP,Demi Kouzounas,kouzounas d,False,pending,,
2024,Senate,ME,,OTH,Angus S. King Jr.,king a,True,pending,,
2024,Senate,ME,,OTH,Jason S. Cherry,cherry j,False,pending,,
2024,House,MI,10,DEM,Carl J. Marlinga,marlinga c,False,pending,,
2024,House,MI,10,OTH,Mike Saliba,saliba m,False,pending,,
2024,House,MI,10,OTH,Andrea Kirby,kirby a,False,pending,,
2024,House,MI,7,OTH,Leah Rachel Dailey,dailey l,False,pending,,
2024,House,MI,8,REP,Paul Junge,junge p,False,pending,,
2024,Senate,MI,,OTH,Joseph Solis-Mullen,mullen j,False,pending,,
2024,Senate,MI,,OTH,Dave Stein,stein d,False,pending,,
2024,Senate,MI,,OTH,Douglas P. Marsh,marsh d,False,pending,,
2024,Senate,MI,,OTH,Doug Dern,dern d,False,pending,,
2024,Senate,MI,,OTH,James Frizzell,frizzell j,False,pending,,
2024,Senate,MI,,REP,Justin Amash,amash j,False,pending,,
2024,Senate,MI,,REP,Sandy Pensler,pensler s,False,pending,,
2024,Senate,MI,,DEM,Hill Harper,harper h,False,pending,,
2024,Senate,MI,,DEM,Nasser Beydoun,beydoun n,False,pending,,
2024,Senate,MI,,REP,Nicolette Snyder,snyder n,False,pending,,
2024,Senate,MI,,REP,John Tuttle,tuttle j,False,pending,,
2024,House,MN,2,OTH,Thomas William Bowman,bowman t,False,pending,,
2024,Senate,MN,,OTH,Rebecca Whiting,whiting r,False,pending,,
2024,Senate,MN,,OTH,Joyce Lynne Lacey,lacey j,False,pending,,
2024,Senate,MN,,REP,Joe Fraser,fraser j,False,pending,,
2024,Governor,MO,,OTH,Bill Slantz,slantz b,False,pending,,
2024,Governor,MO,,OTH,Paul Lehmann,lehmann p,False,pending,,
2024,Governor,MO,,REP,John R. Ashcroft,ashcroft j,False,pending,,
2024,Governor,MO,,REP,Bill C. Eigel,eigel b,False,pending,,
2024,Governor,MO,,DEM,Mike Hamra,hamra m,False,pending,,
2024,Senate,MO,,OTH,W.C. Young,young w,False,pending,,
2024,Senate,MO,,OTH,Jared Young,young j,False,pending,,
2024,Senate,MO,,OTH,Nathan Kline,kline n,False,pending,,
2024,Senate,MS,,DEM,Ty Pinkins,pinkins t,False,pending,,
2024,Governor,MT,,OTH,Kaiser Leib,leib k,False,pending,,
2024,House,MT,1,OTH,Dennis Hayes,hayes d,False,pending,,
2024,House,MT,2,OTH,Reilly Neill,neill r,False,pending,,
2024,House,MT,2,OTH,John Metzger,metzger j,False,pending,,
2024,Senate,MT,,OTH,Robert Barb,barb r,False,pending,,
2024,Senate,MT,,OTH,Sid Daoud,daoud s,False,pending,,
2024,Senate,MT,,OTH,Michael Downey,downey m,False,pending,,
2024,Senate,MT,,REP,Brad Johnson,johnson b,False,pending,,
2024,Governor,NC,,OTH,Mike Ross,ross m,False,pending,,
2024,Governor,NC,,OTH,Michael Wayne Turner,turner m,False,pending,,
2024,Governor,NC,,OTH,Walter Vinny Smith,smith w,False,pending,,
2024,Governor,NC,,REP,Bill Graham,graham b,False,pending,,
2024,Governor,NC,,REP,Dale Robbins Folwell,folwell d,False,pending,,
2024,House,NC,1,OTH,Thomas Aaron Bailey,bailey t,False,pending,,
2024,Governor,ND,,OTH,Michael Coachman,coachman m,False,pending,,
2024,Senate,ND,,DEM,Katrina Christiansen,christiansen k,False,pending,,
2024,Senate,NE,S,DEM,Preston Love Jr.,love p,False,pending,,
2024,Senate,NE,S,REP,Pete Ricketts,ricketts p,True,pending,,
2024,Governor,NH,,OTH,Stephen Villee,villee s,False,pending,,
2024,Governor,NH,,DEM,Cinde Warmington,warmington c,False,pending,,
2024,House,NJ,7,DEM,Sue Altman,altman s,False,pending,,
2024,House,NJ,7,DEM,Jason Blazakis,blazakis j,False,pending,,
2024,Senate,NJ,,REP,Curtis Bashaw,bashaw c,False,pending,,
2024,Senate,NJ,,REP,Christine Serrano Glassner,glassner c,False,pending,,
2024,House,NM,1,REP,Steve Jones,jones s,False,pending,,
2024,Senate,NM,,REP,Nella Louise Domenici,domenici n,False,pending,,
2024,House,NV,1,OTH,David Havlicek,havlicek d,False,pending,,
2024,House,NV,2,OTH,Lynn Chapman,chapman l,False,pending,,
2024,House,NV,2,OTH,Javi Tachiquin,tachiquin j,False,pending,,
2024,House,NV,2,OTH,Robert Gregory Kidd,kidd r,False,pending,,
2024,House,NV,4,OTH,Russell Best,best r,False,pending,,
2024,House,NV,4,OTH,Timothy John Ferreira,ferreira t,False,pending,,
2024,Senate,NV,,OTH,Chris Cunningham,cunningham c,False,pending,,
2024,Senate,NV,,OTH,Janine Hansen,hansen j,False,pending,,
2024,Senate,NV,,REP,Jeffrey Ross Gunter,gunter j,False,pending,,
2024,Senate,NV,,REP,James Carl Marchant,marchant j,False,pending,,
2024,House,NY,17,OTH,Anthony Frascone,frascone a,False,pending,,
2024,House,NY,3,REP,Mazi Melesa Pilip,pilip m,False,pending,,
2024,House,NY,3,REP,Kellen Curry,curry k,False,pending,,
2024,House,NY,3,DEM,Robert P. Zimmerman,zimmerman r,False,pending,,
2024,Senate,NY,,REP,Michael D. Sapraicone,sapraicone m,False,pending,,
2024,Senate,OH,,OTH,Donald C. Kissick,kissick d,False,pending,,
2024,Senate,OH,,REP,Matthew J. Dolan,dolan m,False,pending,,
2024,Senate,OH,,REP,Frank LaRose,larose f,False,pending,,
2024,Senate,OH,,REP,Joel Mutchler,mutchler j,False,pending,,
2024,House,OR,5,OTH,Andrew Aasen,aasen a,False,pending,,
2024,House,PA,1,DEM,Ashley Ehasz,ehasz a,False,pending,,
2024,Senate,PA,,OTH,John C. Thomas,thomas j,False,pending,,
2024,Senate,PA,,OTH,Leila Hazou,hazou l,False,pending,,
2024,Senate,PA,,OTH,Bernard Selker,selker b,False,pending,,
2024,Senate,PA,,OTH,Marty Selker,selker m,False,pending,,
2024,Senate,PA,,OTH,Erik Messina,messina e,False,pending,,
2024,House,RI,1,REP,Allen R. Waters,waters a,False,pending,,
2024,Senate,TN,,OTH,Tharon Chandler,chandler t,False,pending,,
2024,Senate,TN,,DEM,Marquita Bradshaw,bradshaw m,False,pending,,
2024,House,TX,15,DEM,Michelle Vallejo,vallejo m,False,pending,,
2024,Senate,TX,,OTH,Ted Brown,brown t,False,pending,,
2024,Senate,TX,,OTH,Mason Cysewski,cysewski m,False,pending,,
2024,Senate,TX,,DEM,Roland Gutierrez,gutierrez r,False,pending,,
2024,Governor,UT,,OTH,Phil Lyman,lyman p,False,pending,,
2024,Governor,UT,,OTH,Tommy Williams,williams t,False,pending,,
2024,Governor,UT,,OTH,James Robert Latham,latham j,False,pending,,
2024,House,UT,1,DEM,Bill Campbell,campbell b,False,pending,,
2024,House,UT,1,OTH,Daniel Rhead Cottam,cottam d,False,pending,,
2024,House,UT,2,DEM,Nathaniel Woodward,woodward n,False,pending,,
2024,House,UT,3,DEM,Glenn J. Wright,wright g,False,pending,,
2024,Senate,UT,,OTH,Carlton E. Bowen,bowen c,False,pending,,
2024,House,VA,2,DEM,Missy Cotter Smasal,smasal m,False,pending,,
2024,Senate,VA,,REP,Glenn Youngkin,youngkin g,False,pending,,
2024,Governor,VT,,OTH,June Goodband,goodband j,False,pending,,
2024,Governor,VT,,OTH,Eli Mutino,mutino e,False,pending,,
2024,Governor,VT,,OTH,Kevin Hoyt,hoyt k,False,pending,,
2024,House,VT,1,REP,Mark Coester,coester m,False,pending,,
2024,House,VT,1,OTH,Jill Diamondstone,diamondstone j,False,pending,,
2024,House,VT,1,OTH,Adam Ortiz,ortiz a,False,pending,,
2024,Senate,VT,,REP,Gerald Malloy,malloy g,False,pending,,
2024,Senate,VT,,OTH,Bernie Sanders,sanders b,True,pending,,
2024,Senate,VT,,OTH,Matt Hill,hill m,False,pending,,
2024,Senate,VT,,OTH,Justin Schoville,schoville j,False,pending,,
2024,Senate,VT,,OTH,Steve Berry,berry s,False,pending,,
2024,Governor,WA,,REP,Semi Bird,bird s,False,pending,,
2024,Senate,WA,,REP,Raul Garcia,garcia r,False,pending,,
2024,Senate,WA,,REP,Jaime Herrera Beutler,beutler j,False,pending,,
2024,House,WI,1,OTH,Chester Todd,todd c,False,pending,,
2024,House,WI,3,DEM,Katrina Shankland,shankland k,False,pending,,
2024,Senate,WI,,REP,Eric D. Hovde,hovde e,False,pending,,
2024,Senate,WI,,OTH,Phil Anderson,anderson p,False,pending,,
2024,Senate,WI,,OTH,Thomas Leager,leager t,False,pending,,
2024,Governor,WV,,OTH,Erika Klie Kolenich,kolenich e,False,pending,,
2024,Governor,WV,,OTH,Chase Linko-Looper,looper c,False,pending,,
2024,Senate,WV,,DEM,Glenn Elliott,elliott g,False,pending,,
2024,Senate,WV,,REP,Alexander X. Mooney,mooney a,False,pending,,
